Household_number,Date_of_occupancy,Ownership,Mortgage_Or_Rent,Dwelling_type,House_value_in_K,House_hold_size,Household_income_in_K,House_size,No_of_vehicles,ZIP,LAT,LNG
H74570,2013-06-10,false,2511.8581808292006,Single Family,516.5706566130721,5,161.81478599761078,1905.045198214488,3,06001,41.787159,-72.852046
H74579,2013-08-21,false,2542.7244861419163,Townhouse,723.7202211178303,6,120.7164174508863,2462.6112901885617,1,06467,41.567845,-72.899757
H74586,2016-09-16,false,2512.3419687524797,Single Family,625.1605334720523,6,110.37856246877645,2275.9529940949383,1,07093,40.788079,-74.011357
H74592,2011-04-17,false,2515.2810577776117,Townhouse,788.7440186055114,4,125.32509908319123,1682.874769755473,4,02126,42.274227,-71.097423
H74595,2009-05-27,false,2501.6066558344373,Single Family,451.04270624550605,5,42.244842890023186,2012.5294378107633,3,11214,40.599148,-73.99609
H74598,2016-09-09,false,2516.1990558189345,Townhouse,528.0076662206787,7,48.88937011968437,2878.5832634432186,1,07087,40.767383,-74.032328
H74600,2009-09-11,false,2514.1184865256037,Townhouse,276.31851636757483,5,75.38513070316884,1985.0759825106747,0,19102,39.952783,-75.165586
H74607,1992-03-29,false,2526.9651537676777,Townhouse,179.43374729997774,3,62.38347695444417,1005.833326063263,3,19104,39.95852,-75.198857
H74611,2013-10-20,false,2505.1278369177876,Single Family,277.74973184063543,3,177.84546849198816,1048.8374525638053,0,07620,40.968725,-73.916999
H74616,2018-05-22,false,2512.233696973957,Townhouse,311.64588235809083,3,107.54872622873161,1059.4764583169438,2,07620,40.968725,-73.916999
H74619,2012-12-23,false,2503.642796597659,Single Family,630.1188159866065,3,40.78649383577924,905.5414366302966,3,19104,39.95852,-75.198857
H74628,1999-06-13,false,2530.323596095576,Townhouse,207.57564336772322,3,129.01680712205604,1085.3193164429774,1,02129,42.379657,-71.061487
H74635,1998-04-03,false,2502.781177915363,Single Family,682.6648721827992,4,117.13430492377789,1312.0268345555162,1,06002,41.84493,-72.740951
H74642,2013-06-28,false,2531.0475091602616,Townhouse,662.775263001361,3,47.87760615313409,960.8198731385378,2,06001,41.787159,-72.852046
H74649,2009-01-14,false,2513.2365393282366,Townhouse,338.0759909485017,5,162.12913044869057,2168.321169695045,4,02129,42.379657,-71.061487
H74654,1999-08-15,false,2518.6555709983163,Single Family,326.81537658905984,6,53.89131207162116,2359.232796567271,0,02128,42.361129,-71.006975
H74660,2014-09-17,true,2511.5764727068954,Townhouse,452.57152994847326,4,65.76099540320939,1613.6753094744897,2,06002,41.84493,-72.740951
H74665,1992-02-05,false,2517.6939066893406,Single Family,417.5485656076504,5,85.26834928233956,1745.8546442676695,4,11103,40.762574,-73.913447
H74669,1998-02-02,false,2503.889492877914,Townhouse,184.89594309551194,4,90.81735935541647,1656.3184000989766,3,02129,42.379657,-71.061487
H74676,2016-05-17,true,2521.3035663818855,Townhouse,764.8431700994433,5,55.31339385227749,2040.9678096832367,3,06002,41.84493,-72.740951
H74678,1996-06-20,false,2533.892443370011,Townhouse,332.74450891580915,4,123.55296832032887,1370.1911519471485,0,07087,40.767383,-74.032328
H74687,2004-09-20,false,2516.0775553267904,Single Family,778.6979770656566,7,45.99458716322811,2906.0291541242327,3,11214,40.599148,-73.99609
H74692,1998-02-06,false,2509.0531211523294,Single Family,281.0073888609105,3,77.35991189788999,1027.372066905144,3,11104,40.744634,-73.920201
H74700,2014-04-03,false,2524.3547654683966,Townhouse,268.1994946724476,2,58.03989152306971,503.6736634085904,1,07608,40.852997,-74.060355
H74704,2003-05-28,false,2509.5393669286,Single Family,394.83261277783936,7,96.06321277956523,2812.1510178196045,3,19103,39.952896,-75.174298
H74711,1999-05-14,false,2505.0335628870184,Single Family,371.2954692669431,5,101.75360198434744,2124.1367116262754,1,07087,40.767383,-74.032328
H74712,2015-07-14,false,2509.2742944143633,Single Family,499.53448125535465,4,38.90832423659484,1229.1368033198428,1,07608,40.852997,-74.060355
H74720,2006-04-14,false,2515.0514213999363,Single Family,282.7496658647682,7,82.80276405987931,2814.008852426169,4,11103,40.762574,-73.913447
H74724,2003-06-14,false,2511.7070467701965,Townhouse,337.7983687224952,6,130.02026615311246,2341.9182010953646,2,19103,39.952896,-75.174298
H74727,2006-11-23,false,2521.718079788062,Single Family,645.2862449203807,2,163.55063329091232,505.94247233501653,2,02128,42.361129,-71.006975
H74736,1995-10-19,false,2516.003204209855,Townhouse,689.0254711675316,2,168.19487516337333,587.7285166788233,3,11103,40.762574,-73.913447
H74740,1992-10-26,false,2508.5284688164097,Single Family,273.90250050174956,6,35.55943485820137,2500.4877757196773,4,19106,39.948629,-75.142789
H74741,1990-07-24,false,2525.4352733545365,Single Family,331.41540647991167,3,97.69091920363638,780.4893618294316,1,06467,41.567845,-72.899757
H74747,1999-03-10,false,2508.4941087976295,Single Family,319.65407253180035,7,127.98384496877055,2953.948912592577,3,11104,40.744634,-73.920201
H74756,2002-04-09,false,2500.046043367793,Townhouse,584.9757433777302,2,170.10369191548827,696.3116077086552,2,02129,42.379657,-71.061487
H74760,2007-06-12,false,2505.280838931948,Single Family,334.1291057052059,7,54.20760457235073,2816.666222230155,2,06467,41.567845,-72.899757
H74766,2012-07-03,false,2510.9148733532556,Townhouse,639.8764335759267,7,114.05775747040349,2859.8964685184405,1,06002,41.84493,-72.740951
H74771,1992-12-07,true,2508.74400256234,Single Family,696.0115247985793,5,175.10667719300056,2096.9403128093286,2,02129,42.379657,-71.061487
H74772,2004-11-13,false,2501.6667421108345,Single Family,488.8138580513762,6,87.01596336863417,2553.779209378619,0,02128,42.361129,-71.006975
H74776,2006-10-21,false,2511.3971855461036,Single Family,328.9759300926767,3,68.26213566707048,751.7458229384592,3,02128,42.361129,-71.006975
H74783,2009-04-11,false,2505.5147154415913,Single Family,707.5222786315345,6,152.88655133589347,2437.560464011536,3,19104,39.95852,-75.198857
H74784,2009-10-03,false,2514.5868448375395,Single Family,649.9991870207637,2,82.69377683553392,571.1231479844912,4,19104,39.95852,-75.198857
H74789,2010-09-27,true,2530.428924851095,Townhouse,182.554761325695,2,134.75862786020195,607.3390547350434,3,19103,39.952896,-75.174298
H74796,2017-03-20,false,2515.46925859725,Single Family,221.56002455131687,6,166.78161743764275,2600.6995304348925,1,07620,40.968725,-73.916999
H74797,1999-01-26,false,2504.8100640510665,Townhouse,774.567045235825,7,108.212556181116,2883.7493239486435,1,02126,42.274227,-71.097423
H74802,1995-03-01,false,2513.4758955360867,Townhouse,312.1246180400319,3,61.91743462737503,1023.0456262790464,1,06001,41.787159,-72.852046
H74807,2018-01-24,false,2502.7546354371316,Single Family,200.76742723297374,6,172.45562323835117,2536.1686454988235,2,06002,41.84493,-72.740951
H74811,2001-03-08,false,2512.9470832227644,Townhouse,764.4845699642309,3,151.65353377021376,1132.7289290637887,2,06467,41.567845,-72.899757
H74814,1988-02-01,false,2510.9680127814604,Single Family,792.9645949578725,2,66.51015682934178,472.73459127265755,4,06002,41.84493,-72.740951
H74818,2017-02-25,false,2514.4463463022266,Townhouse,250.57565992208538,5,174.15326155379785,1821.031831220352,0,07093,40.788079,-74.011357
H74822,1988-07-29,false,2520.6400126516414,Single Family,238.85202639774602,2,61.83179954732867,476.33874120567367,1,02129,42.379657,-71.061487
H74827,2018-04-17,false,2513.9086562726566,Townhouse,582.2193083935199,5,37.199501941745424,2140.7596097385695,4,19104,39.95852,-75.198857
H74835,2008-11-12,false,2519.868578192628,Single Family,556.2387936878778,3,101.8269114463822,992.3742450787281,3,07087,40.767383,-74.032328
H74839,2011-08-02,true,2537.272680214761,Townhouse,242.101797331115,4,97.87704110759486,1720.6060997908476,0,02129,42.379657,-71.061487
H74842,2006-10-03,false,2510.4942616422663,Single Family,387.8774232597018,7,89.55178552957362,2929.9299399491915,1,11104,40.744634,-73.920201
H74846,2017-11-02,false,2512.4555671858943,Single Family,411.2532179132524,6,47.945807692115096,2365.7675612647754,1,11103,40.762574,-73.913447
H74851,1989-03-24,false,2521.8426173564703,Townhouse,292.18246913642935,2,161.4608630335357,475.66510553615433,2,19102,39.952783,-75.165586
H74854,2003-02-15,false,2513.6497765196937,Townhouse,338.2734235065185,5,73.38916201393315,1830.3110272593756,3,07608,40.852997,-74.060355
H74863,1991-01-21,false,2518.3636044936707,Single Family,176.39022582569703,5,179.98959632989565,2023.6797045407006,1,11104,40.744634,-73.920201
H74864,2009-10-27,false,2525.735585252835,Single Family,419.74551571797895,7,174.31954415482224,2917.9973510313303,0,07093,40.788079,-74.011357
H74868,2009-10-19,false,2520.076339080133,Single Family,618.8196829917003,3,93.33911261428881,951.3160602471265,0,06467,41.567845,-72.899757
H74876,2016-06-26,false,2516.877094008803,Townhouse,653.3006985846007,3,161.4086144631761,717.4385141161531,3,07087,40.767383,-74.032328
H74880,1991-09-12,false,2507.5078202465784,Townhouse,568.6744509783783,3,135.4194958030169,784.5943602474122,3,19104,39.95852,-75.198857
H74884,1993-06-14,false,2508.3656296059526,Single Family,217.9765298605246,4,60.97689283272466,1312.595129518104,2,02128,42.361129,-71.006975
H74893,2009-11-30,false,2513.109028822966,Single Family,356.9211450026123,2,43.11600075108257,608.5857096482744,3,07093,40.788079,-74.011357
H74901,1999-04-04,false,2509.6570755275957,Single Family,741.1222028531993,3,109.41548966804166,728.4944830365215,4,06467,41.567845,-72.899757
H74910,2011-09-30,false,2522.4593809712983,Townhouse,741.9143453395166,3,165.9945956170355,881.751623714172,4,07620,40.968725,-73.916999
H74917,1988-10-01,false,2519.912744422656,Single Family,270.6312994930849,5,69.4477250920844,2099.8241118691367,0,02129,42.379657,-71.061487
H74922,2003-01-31,false,2518.120503787539,Townhouse,226.66458952757705,5,144.15084474061507,2224.509281662936,4,11214,40.599148,-73.99609
H74928,1994-05-04,false,2500.8613013074,Townhouse,218.65801007407703,4,176.98912373724463,1526.7092721571355,1,19102,39.952783,-75.165586
H74929,2003-06-12,false,2501.986594318205,Townhouse,266.59268715542953,5,68.03689355457574,1994.9891460173133,2,19102,39.952783,-75.165586
H74930,1989-08-26,false,2501.7369237509615,Townhouse,431.8363938329418,6,150.7893226489549,2599.8646513939225,2,11104,40.744634,-73.920201
H74932,2018-02-11,true,2503.974944741315,Townhouse,556.7397013482312,3,131.94799963655475,809.2073889067381,1,07087,40.767383,-74.032328
H74936,2006-11-15,false,2532.704771766187,Single Family,678.9627303029486,3,173.2883298252019,918.5834173071714,1,06002,41.84493,-72.740951
H74943,1996-04-27,false,2513.430342695109,Single Family,745.2433052895282,2,56.10094880788661,562.341491069314,0,07608,40.852997,-74.060355
H74952,1988-09-14,false,2508.6624405652615,Single Family,618.9145209468016,3,54.98227640110302,899.2225504328717,3,06479,41.57477,-72.9119
H74956,1988-12-23,false,2513.2869919215977,Townhouse,551.3116853710774,3,176.346181777297,737.2262831815724,1,06479,41.57477,-72.9119
H74960,2003-04-12,false,2526.177678234714,Townhouse,547.5110227056582,7,146.25098428546033,2803.32336815364,1,19104,39.95852,-75.198857
H74968,2015-01-31,false,2518.0871661317615,Single Family,274.36856271821927,4,66.99312375190783,1578.9334947789575,3,02126,42.274227,-71.097423
H74975,2006-09-27,false,2512.734459394139,Single Family,221.02161906390407,4,61.87269718024825,1429.9781955390245,4,07093,40.788079,-74.011357
H74980,1990-10-12,true,2507.6532228900705,Townhouse,393.7778463384358,5,69.72925231262687,1849.8012560018328,2,19104,39.95852,-75.198857
H74987,2004-04-19,false,2520.6851588414215,Single Family,617.0015875651687,3,174.05196381575666,1083.07402147356,3,02126,42.274227,-71.097423
H74991,2001-02-03,false,2504.55191742392,Single Family,532.9315422885529,4,97.42925941098326,1520.5773356538805,1,07620,40.968725,-73.916999
H74995,1990-09-26,false,2549.5108513565892,Townhouse,454.1875183182932,4,53.567563332051456,1384.5057983679917,4,06001,41.787159,-72.852046
H75003,2012-03-30,false,2517.2446104750693,Single Family,516.1785577322994,4,162.7973510338003,1334.566528225057,1,11103,40.762574,-73.913447
H75010,2005-03-16,false,2520.716494002383,Townhouse,425.8750145057056,5,149.85178435559988,1768.0967368526244,1,02129,42.379657,-71.061487
H75013,1990-03-22,false,2524.853853349158,Single Family,493.33726355169364,2,61.295912286555534,495.54507838375645,3,02128,42.361129,-71.006975
H75019,2003-05-30,false,2501.720476712268,Townhouse,649.7941903553175,3,130.32372916651445,866.8755970788333,3,06467,41.567845,-72.899757
H75025,1994-12-25,false,2502.948595586206,Single Family,354.45664540670657,3,175.98507135569548,1115.5533646678405,0,06467,41.567845,-72.899757
H75026,2012-07-17,true,2504.5553813117285,Townhouse,673.2067335402409,3,125.89254495907454,1199.4671023318251,3,06002,41.84493,-72.740951
H75028,2018-03-21,false,2514.999746118306,Townhouse,197.22866195488066,7,142.54374670873466,2937.8995242773153,1,07620,40.968725,-73.916999
H75030,2013-04-18,false,2521.628007502491,Single Family,399.1940612881357,6,121.13621417956712,2347.9237693526343,4,19106,39.948629,-75.142789
H75032,2005-05-08,false,2503.9848647157078,Townhouse,592.4989533025399,2,89.44244194878266,667.3233168730922,1,07093,40.788079,-74.011357
H75035,1991-02-05,true,2519.1851241798827,Townhouse,737.7586030564207,5,157.55353600334243,1992.4840054582198,1,02127,42.334992,-71.039093
H75044,2008-10-14,false,2504.8456551081717,Townhouse,238.74016728215344,6,75.58641639481235,2595.36669009606,3,19104,39.95852,-75.198857
H75049,2007-05-04,false,2514.53478938404,Single Family,197.99681514739547,2,151.42767162145293,573.932975443072,3,06001,41.787159,-72.852046
H75052,1995-12-22,true,2516.173955700647,Townhouse,772.038879804209,7,132.60493514546442,2802.7775288441635,0,07087,40.767383,-74.032328
H75056,1998-09-26,false,2508.4683852535804,Single Family,591.7505733566641,7,157.06577871812556,2876.7828252575787,0,19103,39.952896,-75.174298
H75058,2007-09-05,false,2533.6909770314523,Single Family,677.0755980017116,5,96.70421662254648,1934.0206319665158,1,19102,39.952783,-75.165586
H75060,1997-11-05,false,2527.681802988339,Townhouse,614.5335986255293,7,38.4684008004117,2929.0149917640097,1,07608,40.852997,-74.060355
H75063,1989-11-01,false,2515.0235427322364,Single Family,711.0507806562762,5,120.77018953622533,1874.5638466872965,2,11104,40.744634,-73.920201
H75072,2012-08-28,false,2517.3249733051252,Single Family,470.34892254270926,6,100.2028675073213,2524.136150547467,3,06467,41.567845,-72.899757
H75079,2000-07-21,false,2517.8830062306633,Single Family,183.4067549034351,5,77.35902646075914,2231.024493722257,1,02128,42.361129,-71.006975
H75082,2001-11-16,false,2501.7637812972844,Townhouse,298.1462323004456,4,105.41518406264218,1718.6175668356125,4,11104,40.744634,-73.920201
H75088,2000-01-07,false,2518.9347363606707,Single Family,680.2249588255444,5,130.7721175617301,2225.0712436959675,2,02127,42.334992,-71.039093
H75096,1993-08-01,false,2532.766810468653,Townhouse,200.95788279855114,6,42.414984501652015,2712.10428580659,1,07093,40.788079,-74.011357
H75097,1999-11-21,false,2533.097146242653,Single Family,439.12548241637637,3,63.51558236247827,1055.3353009740354,3,06001,41.787159,-72.852046
H75103,2001-11-28,false,2531.0456933035325,Single Family,719.2421947150393,7,172.14717967261183,2926.102553302187,2,02129,42.379657,-71.061487
H75104,1990-06-29,false,2540.4889528577673,Townhouse,485.47625764174086,2,130.79703255176952,669.7580493487885,2,02129,42.379657,-71.061487
H75111,2013-03-30,false,2525.829188434253,Single Family,612.1489500633047,5,113.55356202266205,2071.0607097361835,2,06002,41.84493,-72.740951
H75116,2015-10-02,true,2518.1743039023763,Single Family,268.42401688844234,5,164.03374862035736,1744.6292036960742,3,06001,41.787159,-72.852046
H75122,2000-07-10,false,2510.3477656712835,Single Family,394.50671666822655,5,50.39837968236358,1996.0487748870266,2,19103,39.952896,-75.174298
H75129,2015-10-29,false,2512.826610363471,Townhouse,244.20993853220943,4,35.62193533454618,1453.001904231514,4,02129,42.379657,-71.061487
H75136,2008-02-20,false,2524.905457222479,Townhouse,680.4653644603043,6,72.54597545293063,2503.673115235219,1,11213,40.671078,-73.936336
H75139,2010-08-14,false,2506.562626263825,Townhouse,583.0274617406221,6,175.94755266673164,2374.739997073617,1,19104,39.95852,-75.198857
H75141,1997-09-05,false,2511.5392419170857,Single Family,372.2698323504775,5,62.038786216582395,2116.831652989022,4,02128,42.361129,-71.006975
H75142,2017-04-26,false,2517.4565827542915,Single Family,724.2448974439422,7,118.07155189575043,2924.7931566092893,1,02126,42.274227,-71.097423
H75146,2006-01-04,false,2521.3506453714435,Single Family,409.3986003822938,4,175.12287151974584,1599.6585753055103,3,07087,40.767383,-74.032328
H75153,1996-04-24,false,2518.3218740067928,Townhouse,565.6567855392143,5,79.97886726704238,1785.6303565914561,3,07608,40.852997,-74.060355
H75157,1989-04-04,false,2532.1193001852625,Townhouse,309.7885138939919,4,152.7400879735235,1261.1130346522273,4,07608,40.852997,-74.060355
H75166,2001-07-26,false,2520.3781874745696,Townhouse,511.87772366402226,5,135.28869182598947,1950.408284873143,4,19103,39.952896,-75.174298
